search_term,video_url,user_url,username,title,view_num,created_at,shortdesc,collected_at
NFL playoffs,/watch?v=Rh9xD2eoJcY&pp=ygUMTkZMIHBsYXlvZmZz,/@NFL,NFL,Los Angeles Rams vs. Carolina Panthers Game Highlights | NFL 2025 Season Wild Card,2.5M,11 days,"Get NFL Sunday Ticket: https://tv.youtube.com/learn/nflsundayticket/ Watch live local and primetime games, NFL RedZone, and ...",2026-01-22 05:21:30.751206
NFL playoffs,/watch?v=o_VVz5GR1ko&pp=ygUMTkZMIHBsYXlvZmZz,/@NFL,NFL,Houston Texans vs Pittsburgh Steelers Game Highlights | 2025 NFL Season Wild Card Round,3.2M,9 days,"Get NFL Sunday Ticket: https://tv.youtube.com/learn/nflsundayticket/ Watch live local and primetime games, NFL RedZone, and ...",2026-01-22 05:21:30.753041
NFL playoffs,/watch?v=OZrEboMLou4&pp=ygUMTkZMIHBsYXlvZmZz,/@NFL,NFL,Buffalo Bills vs Jacksonville Jaguars Game Highlights | 2025 NFL Season Wild Card Round,2.5M,10 days,"Watch live local and primetime games, NFL RedZone, and NFL Network on Plus.NFL.com Check out our other channels: NFL ...",2026-01-22 05:21:30.757828
NFL playoffs,/watch?v=r4w8LaKWuGM&pp=ygUMTkZMIHBsYXlvZmZz,/@NFL,NFL,Los Angeles Chargers vs New England Patriots Game Highlights | 2025 NFL Season Wild Card Round,2.8M,10 days,"Get NFL Sunday Ticket: https://tv.youtube.com/learn/nflsundayticket/ Watch live local and primetime games, NFL RedZone, and ...",2026-01-22 05:21:30.759399
NFL playoffs,/watch?v=JusZAEvQxoc&pp=ygUMTkZMIHBsYXlvZmZz,/@SportsTimelineYT,Sports Timeline,🏈 2026 NFL Playoff Bracket: From Wild Card to Divisional Round,21K,9 days,The 2026 NFL Playoffs are heating up! Watch as we break down the complete playoff bracket from the Wild Card Round through ...,2026-01-22 05:21:30.760609
NFL playoffs,/watch?v=sTDPo7sT-PU&pp=ygUMTkZMIHBsYXlvZmZz,/@NFLVault,NFL Throwback,Evolution of the NFL Playoffs! | NFL Explained ,133K,1 month,Check out our other channels: NFL Mundo https://www.youtube.com/mundonfl NFL Brasil ...,2026-01-22 05:21:30.765507
NFL playoffs,/watch?v=lYsVLZkBieE&pp=ygUMTkZMIHBsYXlvZmZz0gcJCYcKAYcqIYzv,/@TheHerdOnFS1,The Herd with Colin Cowherd,"Colin Cowherd’s NFL Playoff Predictions: Packers-Bears, Bills-Jaguars, 49ers-Eagles | THE HERD",155K,12 days,Colin Cowherd gives his Blazin' 5 Best Bets of the NFL Wild Card round and the CFP semifinals including the Los Angeles Rams ...,2026-01-22 05:21:30.769505
NFL playoffs,/watch?v=SBFIt0xfAb4&pp=ygUMTkZMIHBsYXlvZmZz,/@CBSSports,CBS Sports,"UPDATED NFL Playoff Picture: Bears fight for top seed, Steelers near AFC North title,  & MORE",153K,3 weeks,Bryant McFadden and Jonathan Jones join CBS Sports HQ to look at the NFL Playoff picture following the Week 17 Saturday slate ...,2026-01-22 05:21:30.771139
NFL playoffs,/watch?v=_LOS6WNiEEY&pp=ygUMTkZMIHBsYXlvZmZz,/@CBSSports,CBS Sports,NFL Divisional Round Preview: Breaking down the BIGGEST TRENDS from each game ✅ | 2025 NFL Playoffs,10K,6 days,John Breech and Will Brinson join CBS Sports HQ to discuss the biggest storylines heading into the Divisional Round of the 2025 ...,2026-01-22 05:21:30.774887
NFL playoffs,/shorts/Ev-e7tq_tLw,/@NFLonFOX,NFL on FOX,A tragic ending to the Bills season 😕 #NFL #Bills #football #playoffs,69K,10 hours,"NFLonFox #NFL #Bills As we get closer to kickoff, be sure to download the FOX Sports App to stream NFL games all season long!",2026-01-22 05:21:39.151638
NFL playoffs,/watch?v=RfBYBK1iMT4&pp=ygUMTkZMIHBsYXlvZmZz0gcJCYcKAYcqIYzv,/@SeahawksTV,Seahawks Today by Chat Sports,"Seahawks vs. Rams Preview, Prediction, Injury News | NFC Championship 2026 NFL Playoffs",24K,2 days,Seattle Seahawks vs. LA Rams early preview is here for the 2026 NFC Championship.,2026-01-22 05:21:39.152784
NFL playoffs,/watch?v=_nVh5w8BoO4&pp=ygUMTkZMIHBsYXlvZmZz,/@TheGOATHouse,The GOAT House,Full NFL Playoff Predictions 2026,98K,2 weeks,I Predict the 2026 NFL Playoffs & Super Bowl Full NFL Playoff Bracket Predictions (Who Will Win The Super Bowl?) Goat House ...,2026-01-22 05:21:39.154441
NFL playoffs,/watch?v=exCXy6BrnlY&pp=ygUMTkZMIHBsYXlvZmZz,/@NFL,NFL,NFL Game Picks Divisional Round,103K,5 days,"Watch live local and primetime games, NFL RedZone, and NFL Network on Plus.NFL.com Check out our other channels: NFL ...",2026-01-22 05:21:39.156781
